mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
7.761194388071696,0.16790786227751436,0.7639076709747314,0.07656142720043624,0.6,100,3,10,0.3,0.0,1.0,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 10, 'learning_rate': 0.3, 'gamma': 0, 'colsample_bytree': 1.0}",0.9658182825996582,0.9987528292299875,0.9990762124711317,0.9878824414335924,0.015602274897526388,9
20.339408953984577,0.47517359880306037,2.672013441721598,0.1403288025925272,1.0,200,3,15,0.05,0.0,0.6,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 15, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.6}",0.969698369439697,0.9973208924199732,0.9973672055427252,0.988128822467465,0.013032312031585452,8
9.522021293640137,0.2977697160502179,0.7197122573852539,0.07020138213102343,1.0,200,7,15,0.5,0.5,0.6,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 7, 'max_depth': 15, 'learning_rate': 0.5, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.9644325372996443,0.9990761697999908,0.9990300230946882,0.9875129100647744,0.016320298968107664,16
7.96329124768575,0.14594338044535882,0.5573752721150717,0.026878754711102338,1.0,200,5,15,0.5,1.0,1.0,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 15, 'learning_rate': 0.5, 'gamma': 1.0, 'colsample_bytree': 1.0}",0.9662340061896624,0.9986604462099866,0.9979214780600462,0.9876053101532317,0.015114804956490235,13
26.955046892166138,1.3259493671706153,3.168304204940796,0.2386186459806593,0.6,400,3,15,0.1,0.5,0.8,"{'subsample': 0.6, 'n_estimators': 400, 'min_child_weight': 3, 'max_depth': 15, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.9655873250496558,0.9994918933899949,0.9996304849884526,0.9882365678093677,0.016015533087163934,6
18.887150526046753,0.2268021408442996,1.6970995267232258,0.12077577706330364,0.8,200,1,10,0.01,0.5,0.8,"{'subsample': 0.8, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.9483578918194836,0.9700679015197007,0.9685912240184757,0.9623390057858866,0.009904504191421172,41
29.119765122731526,0.281872954828412,3.7713613510131836,0.1058542948924831,0.8,400,3,15,0.05,1.0,0.6,"{'subsample': 0.8, 'n_estimators': 400, 'min_child_weight': 3, 'max_depth': 15, 'learning_rate': 0.05, 'gamma': 1.0, 'colsample_bytree': 0.6}",0.9661878146796619,0.998706637719987,0.9986143187066975,0.9878362570354488,0.015307806788779937,10
8.379232168197632,0.09289865089897596,0.29920299847920734,0.019353658564155038,1.0,200,7,3,0.05,0.1,1.0,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 7, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 1.0}",0.8927433137789275,0.9090489168090905,0.903325635103926,0.901705955230648,0.006754538953584817,46
8.316182613372803,0.04024266940471943,0.619913657506307,0.00497894497928769,0.8,100,7,10,0.05,0.5,0.6,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 7, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.9552404268095525,0.9812462469398124,0.9806466512702079,0.9723777750065242,0.012120407203278878,36
12.972935517628988,0.045591025792534656,0.38307873407999676,0.019807370656902138,1.0,300,3,3,0.001,0.0,1.0,"{'subsample': 1.0, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'gamma': 0, 'colsample_bytree': 1.0}",0.762806596147628,0.7677490877176775,0.765635103926097,0.7653969292638009,0.0020247800057162394,50
